name,type,value,date
Ireland,,2131,1973/1/1
Ireland,,2658,1974/1/1
Ireland,,3192,1975/1/1
Ireland,,3315,1976/1/1
Ireland,,4404,1977/1/1
Ireland,,5691,1978/1/1
Ireland,,7143,1979/1/1
Ireland,,8398,1980/1/1
Ireland,,7678,1981/1/1
Ireland,,8063,1982/1/1
Ireland,,8592,1983/1/1
Ireland,,9642,1984/1/1
Ireland,,10358,1985/1/1
Ireland,,12658,1986/1/1
Ireland,,15999,1987/1/1
Ireland,,18723,1988/1/1
Ireland,,20667,1989/1/1
Ireland,,23743,1990/1/1
Ireland,,24224,1991/1/1
Ireland,,28331,1992/1/1
Ireland,,28992,1993/1/1
Ireland,,33996,1994/1/1
Ireland,,44705,1995/1/1
Ireland,,48339,1996/1/1
Ireland,,53348,1997/1/1
Ireland,,64330,1998/1/1
Ireland,,71239,1999/1/1
Ireland,,77413,2000/1/1
Ireland,,82835,2001/1/1
Ireland,,88265,2002/1/1
Ireland,,92755,2003/1/1
Ireland,,104788,2004/1/1
Ireland,,109657,2005/1/1
Ireland,,108726,2006/1/1
Ireland,,121543,2007/1/1
Ireland,,125719,2008/1/1
Ireland,,115928,2009/1/1
Ireland,,116497,2010/1/1
Ireland,,125740,2011/1/1
Ireland,,116773,2012/1/1
Ireland,,116637,2013/1/1
Ireland,,121057,2014/1/1
Ireland,,123361,2015/1/1
Ireland,,130864,2016/1/1
Ireland,,137359,2017/1/1
Ireland,,164794,2018/1/1
Ireland,,169583,2019/1/1
Ireland,,178732,2020/1/1
Japan,,258,1948/1/1
Japan,,510,1949/1/1
Japan,,825,1950/1/1
Japan,,1351,1951/1/1
Japan,,1269,1952/1/1
Japan,,1275,1953/1/1
Japan,,1629,1954/1/1
Japan,,2011,1955/1/1
Japan,,2501,1956/1/1
Japan,,2858,1957/1/1
Japan,,2873,1958/1/1
Japan,,3456,1959/1/1
Japan,,4055,1960/1/1
Japan,,4236,1961/1/1
Japan,,4916,1962/1/1
Japan,,5452,1963/1/1
Japan,,6673,1964/1/1
Japan,,8451,1965/1/1
Japan,,9776,1966/1/1
Japan,,10442,1967/1/1
Japan,,12971,1968/1/1
Japan,,15990,1969/1/1
Japan,,19318,1970/1/1
Japan,,23995,1971/1/1
Japan,,29088,1972/1/1
Japan,,37017,1973/1/1
Japan,,55469,1974/1/1
Japan,,55819,1975/1/1
Japan,,67304,1976/1/1
Japan,,81083,1977/1/1
Japan,,98211,1978/1/1
Japan,,102299,1979/1/1
Japan,,130441,1980/1/1
Japan,,151495,1981/1/1
Japan,,138385,1982/1/1
Japan,,146965,1983/1/1
Japan,,169700,1984/1/1
Japan,,177164,1985/1/1
Japan,,210757,1986/1/1
Japan,,231286,1987/1/1
Japan,,264856,1988/1/1
Japan,,273932,1989/1/1
Japan,,287581,1990/1/1
Japan,,314786,1991/1/1
Japan,,339885,1992/1/1
Japan,,362244,1993/1/1
Japan,,397005,1994/1/1
Japan,,443116,1995/1/1
Japan,,410901,1996/1/1
Japan,,420957,1997/1/1
Japan,,387927,1998/1/1
Japan,,417610,1999/1/1
Japan,,479249,2000/1/1
Japan,,403496,2001/1/1
Japan,,416726,2002/1/1
Japan,,471817,2003/1/1
Japan,,565675,2004/1/1
Japan,,594941,2005/1/1
Japan,,646725,2006/1/1
Japan,,714327,2007/1/1
Japan,,781412,2008/1/1
Japan,,580719,2009/1/1
Japan,,769774,2010/1/1
Japan,,823184,2011/1/1
Japan,,798568,2012/1/1
Japan,,715097,2013/1/1
Japan,,690203,2014/1/1
Japan,,624921,2015/1/1
Japan,,645052,2016/1/1
Japan,,698329,2017/1/1
Japan,,738143,2018/1/1
Japan,,705564,2019/1/1
Japan,,641376,2020/1/1
Korea,,19,1948/1/1
Korea,,14,1949/1/1
Korea,,23,1950/1/1
Korea,,11,1951/1/1
Korea,,28,1952/1/1
Korea,,40,1953/1/1
Korea,,24,1954/1/1
Korea,,18,1955/1/1
Korea,,25,1956/1/1
Korea,,23,1957/1/1
Korea,,14,1958/1/1
Korea,,20,1959/1/1
Korea,,32,1960/1/1
Korea,,41,1961/1/1
Korea,,56,1962/1/1
Korea,,87,1963/1/1
Korea,,118,1964/1/1
Korea,,173,1965/1/1
Korea,,251,1966/1/1
Korea,,321,1967/1/1
Korea,,457,1968/1/1
Korea,,624,1969/1/1
Korea,,836,1970/1/1
Korea,,1067,1971/1/1
Korea,,1625,1972/1/1
Korea,,3221,1973/1/1
Korea,,4462,1974/1/1
Korea,,4945,1975/1/1
Korea,,7716,1976/1/1
Korea,,10048,1977/1/1
Korea,,12722,1978/1/1
Korea,,15057,1979/1/1
Korea,,17512,1980/1/1
Korea,,21268,1981/1/1
Korea,,21853,1982/1/1
Korea,,24446,1983/1/1
Korea,,29245,1984/1/1
Korea,,30282,1985/1/1
Korea,,34715,1986/1/1
Korea,,47281,1987/1/1
Korea,,60696,1988/1/1
Korea,,62377,1989/1/1
Korea,,65016,1990/1/1
Korea,,71870,1991/1/1
Korea,,76632,1992/1/1
Korea,,82236,1993/1/1
Korea,,96013,1994/1/1
Korea,,125058,1995/1/1
Korea,,129715,1996/1/1
Korea,,136164,1997/1/1
Korea,,132313,1998/1/1
Korea,,143685,1999/1/1
Korea,,172268,2000/1/1
Korea,,150439,2001/1/1
Korea,,162471,2002/1/1
Korea,,193817,2003/1/1
Korea,,253845,2004/1/1
Korea,,284419,2005/1/1
Korea,,325465,2006/1/1
Korea,,371489,2007/1/1
Korea,,422007,2008/1/1
Korea,,363534,2009/1/1
Korea,,466384,2010/1/1
Korea,,555214,2011/1/1
Korea,,547870,2012/1/1
Korea,,559632,2013/1/1
Korea,,573091,2014/1/1
Korea,,526757,2015/1/1
Korea,,495426,2016/1/1
Korea,,573694,2017/1/1
Korea,,604860,2018/1/1
Korea,,542233,2019/1/1
Korea,,512498,2020/1/1
Malaysia,,621,1948/1/1
Malaysia,,594,1949/1/1
Malaysia,,1004,1950/1/1
Malaysia,,1308,1951/1/1
Malaysia,,861,1952/1/1
Malaysia,,679,1953/1/1
Malaysia,,694,1954/1/1
Malaysia,,963,1955/1/1
Malaysia,,936,1956/1/1
Malaysia,,913,1957/1/1
Malaysia,,808,1958/1/1
Malaysia,,1039,1959/1/1
Malaysia,,1187,1960/1/1
Malaysia,,1058,1961/1/1
Malaysia,,1065,1962/1/1
Malaysia,,1088,1963/1/1
Malaysia,,1105,1964/1/1
Malaysia,,1236,1965/1/1
Malaysia,,1256,1966/1/1
Malaysia,,1217,1967/1/1
Malaysia,,1347,1968/1/1
Malaysia,,1651,1969/1/1
Malaysia,,1687,1970/1/1
Malaysia,,1644,1971/1/1
Malaysia,,1722,1972/1/1
Malaysia,,3049,1973/1/1
Malaysia,,4236,1974/1/1
Malaysia,,3843,1975/1/1
Malaysia,,5295,1976/1/1
Malaysia,,6079,1977/1/1
Malaysia,,7404,1978/1/1
Malaysia,,11079,1979/1/1
Malaysia,,12945,1980/1/1
Malaysia,,11770,1981/1/1
Malaysia,,12030,1982/1/1
Malaysia,,14104,1983/1/1
Malaysia,,16483,1984/1/1
Malaysia,,15316,1985/1/1
Malaysia,,13690,1986/1/1
Malaysia,,17958,1987/1/1
Malaysia,,21082,1988/1/1
Malaysia,,25047,1989/1/1
Malaysia,,29452,1990/1/1
Malaysia,,34350,1991/1/1
Malaysia,,40771,1992/1/1
Malaysia,,47131,1993/1/1
Malaysia,,58845,1994/1/1
Malaysia,,73915,1995/1/1
Malaysia,,78327,1996/1/1
Malaysia,,78736,1997/1/1
Malaysia,,73256,1998/1/1
Malaysia,,84621,1999/1/1
Malaysia,,98229,2000/1/1
Malaysia,,87969,2001/1/1
Malaysia,,94061,2002/1/1
Malaysia,,104706,2003/1/1
Malaysia,,126646,2004/1/1
Malaysia,,141626,2005/1/1
Malaysia,,160749,2006/1/1
Malaysia,,175966,2007/1/1
Malaysia,,199414,2008/1/1
Malaysia,,157244,2009/1/1
Malaysia,,198612,2010/1/1
Malaysia,,228086,2011/1/1
Malaysia,,227538,2012/1/1
Malaysia,,228331,2013/1/1
Malaysia,,233927,2014/1/1
Malaysia,,199952,2015/1/1
Malaysia,,189743,2016/1/1
Malaysia,,218130,2017/1/1
Malaysia,,247455,2018/1/1
Malaysia,,238195,2019/1/1
Malaysia,,234129,2020/1/1
Mexico,,555,1948/1/1
Mexico,,428,1949/1/1
Mexico,,532,1950/1/1
Mexico,,644,1951/1/1
Mexico,,665,1952/1/1
Mexico,,591,1953/1/1
Mexico,,659,1954/1/1
Mexico,,785,1955/1/1
Mexico,,834,1956/1/1
Mexico,,735,1957/1/1
Mexico,,736,1958/1/1
Mexico,,753,1959/1/1
Mexico,,764,1960/1/1
Mexico,,826,1961/1/1
Mexico,,930,1962/1/1
Mexico,,985,1963/1/1
Mexico,,1054,1964/1/1
Mexico,,1145,1965/1/1
Mexico,,1199,1966/1/1
Mexico,,1145,1967/1/1
Mexico,,1254,1968/1/1
Mexico,,1430,1969/1/1
Mexico,,1402,1970/1/1
Mexico,,1504,1971/1/1
Mexico,,1694,1972/1/1
Mexico,,2250,1973/1/1
Mexico,,2958,1974/1/1
Mexico,,2904,1975/1/1
Mexico,,3417,1976/1/1
Mexico,,4167,1977/1/1
Mexico,,6005,1978/1/1
Mexico,,8982,1979/1/1
Mexico,,18031,1980/1/1
Mexico,,23307,1981/1/1
Mexico,,24055,1982/1/1
Mexico,,25953,1983/1/1
Mexico,,29101,1984/1/1
Mexico,,26757,1985/1/1
Mexico,,21804,1986/1/1
Mexico,,27600,1987/1/1
Mexico,,30691,1988/1/1
Mexico,,35171,1989/1/1
Mexico,,40711,1990/1/1
Mexico,,42688,1991/1/1
Mexico,,46196,1992/1/1
Mexico,,51886,1993/1/1
Mexico,,60882,1994/1/1
Mexico,,79542,1995/1/1
Mexico,,96000,1996/1/1
Mexico,,110431,1997/1/1
Mexico,,117460,1998/1/1
Mexico,,136391,1999/1/1
Mexico,,166367,2000/1/1
Mexico,,158547,2001/1/1
Mexico,,160682,2002/1/1
Mexico,,165396,2003/1/1
Mexico,,187980,2004/1/1
Mexico,,214207,2005/1/1
Mexico,,249961,2006/1/1
Mexico,,271821,2007/1/1
Mexico,,291265,2008/1/1
Mexico,,229712,2009/1/1
Mexico,,298305,2010/1/1
Mexico,,349569,2011/1/1
Mexico,,370770,2012/1/1
Mexico,,380015,2013/1/1
Mexico,,396912,2014/1/1
Mexico,,380550,2015/1/1
Mexico,,373948,2016/1/1
Mexico,,409433,2017/1/1
Mexico,,450713,2018/1/1
Mexico,,460704,2019/1/1
Mexico,,417670,2020/1/1
Middle East,,1160,1948/1/1
Middle East,,1480,1949/1/1
Middle East,,1810,1950/1/1
Middle East,,2110,1951/1/1
Middle East,,2000,1952/1/1
Middle East,,2270,1953/1/1
Middle East,,2600,1954/1/1
Middle East,,2910,1955/1/1
Middle East,,3530,1956/1/1
Middle East,,3160,1957/1/1
Middle East,,3800,1958/1/1
Middle East,,3790,1959/1/1
Middle East,,3890,1960/1/1
Middle East,,4180,1961/1/1
Middle East,,4630,1962/1/1
Middle East,,5060,1963/1/1
Middle East,,5730,1964/1/1
Middle East,,6190,1965/1/1
Middle East,,6760,1966/1/1
Middle East,,7030,1967/1/1
Middle East,,7630,1968/1/1
Middle East,,8350,1969/1/1
Middle East,,9890,1970/1/1
Middle East,,14330,1971/1/1
Middle East,,14400,1972/1/1
Middle East,,23660,1973/1/1
Middle East,,76830,1974/1/1
Middle East,,71020,1975/1/1
Middle East,,85420,1976/1/1
Middle East,,92450,1977/1/1
Middle East,,91940,1978/1/1
Middle East,,141420,1979/1/1
Middle East,,212325,1980/1/1
Middle East,,205386,1981/1/1
Middle East,,161568,1982/1/1
Middle East,,123660,1983/1/1
Middle East,,113866,1984/1/1
Middle East,,100383,1985/1/1
Middle East,,69855,1986/1/1
Middle East,,85414,1987/1/1
Middle East,,85669,1988/1/1
Middle East,,108540,1989/1/1
Middle East,,136074,1990/1/1
Middle East,,121629,1991/1/1
Middle East,,133332,1992/1/1
Middle East,,129348,1993/1/1
Middle East,,135303,1994/1/1
Middle East,,150922,1995/1/1
Middle East,,182740,1996/1/1
Middle East,,187277,1997/1/1
Middle East,,144482,1998/1/1
Middle East,,186518,1999/1/1
Middle East,,267812,2000/1/1
Middle East,,239820,2001/1/1
Middle East,,251613,2002/1/1
Middle East,,302344,2003/1/1
Middle East,,400834,2004/1/1
Middle East,,541236,2005/1/1
Middle East,,659499,2006/1/1
Middle East,,766233,2007/1/1
Middle East,,1033626,2008/1/1
Middle East,,722026,2009/1/1
Middle East,,906356,2010/1/1
Middle East,,1267273,2011/1/1
Middle East,,1363634,2012/1/1
Middle East,,1354299,2013/1/1
Middle East,,1266681,2014/1/1
Middle East,,893840,2015/1/1
Middle East,,821197,2016/1/1
Middle East,,941221,2017/1/1
Middle East,,1174578,2018/1/1
Middle East,,1071404,2019/1/1
Middle East,,772457,2020/1/1
Poland,,594,1948/1/1
Poland,,692,1949/1/1
Poland,,630,1950/1/1
Poland,,762,1951/1/1
Poland,,776,1952/1/1
Poland,,831,1953/1/1
Poland,,869,1954/1/1
Poland,,920,1955/1/1
Poland,,985,1956/1/1
Poland,,975,1957/1/1
Poland,,1060,1958/1/1
Poland,,1145,1959/1/1
Poland,,1326,1960/1/1
Poland,,1504,1961/1/1
Poland,,1646,1962/1/1
Poland,,1770,1963/1/1
Poland,,2097,1964/1/1
Poland,,2228,1965/1/1
Poland,,2272,1966/1/1
Poland,,2527,1967/1/1
Poland,,2858,1968/1/1
Poland,,3142,1969/1/1
Poland,,3548,1970/1/1
Poland,,3872,1971/1/1
Poland,,4927,1972/1/1
Poland,,6432,1973/1/1
Poland,,8321,1974/1/1
Poland,,10289,1975/1/1
Poland,,11024,1976/1/1
Poland,,10666,1977/1/1
Poland,,12238,1978/1/1
Poland,,14082,1979/1/1
Poland,,17020,1980/1/1
Poland,,13290,1981/1/1
Poland,,11220,1982/1/1
Poland,,11580,1983/1/1
Poland,,11760,1984/1/1
Poland,,11490,1985/1/1
Poland,,12070,1986/1/1
Poland,,12210,1987/1/1
Poland,,13960,1988/1/1
Poland,,13470,1989/1/1
Poland,,14320,1990/1/1
Poland,,13800,1991/1/1
Poland,,14500,1992/1/1
Poland,,14140,1993/1/1
Poland,,17240,1994/1/1
Poland,,22895,1995/1/1
Poland,,24440,1996/1/1
Poland,,25750,1997/1/1
Poland,,28230,1998/1/1
Poland,,27359,1999/1/1
Poland,,31747,2000/1/1
Poland,,35998,2001/1/1
Poland,,41133,2002/1/1
Poland,,53762,2003/1/1
Poland,,75047,2004/1/1
Poland,,89437,2005/1/1
Poland,,110780,2006/1/1
Poland,,140146,2007/1/1
Poland,,170458,2008/1/1
Poland,,136503,2009/1/1
Poland,,159724,2010/1/1
Poland,,188696,2011/1/1
Poland,,185374,2012/1/1
Poland,,204984,2013/1/1
Poland,,220052,2014/1/1
Poland,,199124,2015/1/1
Poland,,203817,2016/1/1
Poland,,234364,2017/1/1
Poland,,263569,2018/1/1
Poland,,266595,2019/1/1
Poland,,271070,2020/1/1
Russian Federation,,,1948/1/1
Russian Federation,,,1949/1/1
Russian Federation,,,1950/1/1
Russian Federation,,,1951/1/1
Russian Federation,,,1952/1/1
Russian Federation,,,1953/1/1
Russian Federation,,,1954/1/1
Russian Federation,,,1955/1/1
Russian Federation,,,1956/1/1
Russian Federation,,,1957/1/1
Russian Federation,,,1958/1/1
Russian Federation,,,1959/1/1
Russian Federation,,,1960/1/1
Russian Federation,,,1961/1/1
Russian Federation,,,1962/1/1
Russian Federation,,,1963/1/1
Russian Federation,,,1964/1/1
Russian Federation,,,1965/1/1
Russian Federation,,,1966/1/1
Russian Federation,,,1967/1/1
Russian Federation,,,1968/1/1
Russian Federation,,,1969/1/1
Russian Federation,,,1970/1/1
Russian Federation,,,1971/1/1
Russian Federation,,,1972/1/1
Russian Federation,,,1973/1/1
Russian Federation,,,1974/1/1
Russian Federation,,,1975/1/1
Russian Federation,,,1976/1/1
Russian Federation,,,1977/1/1
Russian Federation,,,1978/1/1
Russian Federation,,,1979/1/1
Russian Federation,,,1980/1/1
Russian Federation,,,1981/1/1
Russian Federation,,,1982/1/1
Russian Federation,,,1983/1/1
Russian Federation,,,1984/1/1
Russian Federation,,,1985/1/1
Russian Federation,,,1986/1/1
Russian Federation,,,1987/1/1
Russian Federation,,,1988/1/1
Russian Federation,,,1989/1/1
Russian Federation,,,1990/1/1
Russian Federation,,,1991/1/1
Russian Federation,,42039,1992/1/1
Russian Federation,,44297,1993/1/1
Russian Federation,,67379,1994/1/1
Russian Federation,,82419,1995/1/1
Russian Federation,,89685,1996/1/1
Russian Federation,,86895,1997/1/1
Russian Federation,,74444,1998/1/1
Russian Federation,,75551,1999/1/1
Russian Federation,,105033,2000/1/1
Russian Federation,,101884,2001/1/1
Russian Federation,,107301,2002/1/1
Russian Federation,,135929,2003/1/1
Russian Federation,,183207,2004/1/1
Russian Federation,,243798,2005/1/1
Russian Federation,,303551,2006/1/1
Russian Federation,,354403,2007/1/1
Russian Federation,,471606,2008/1/1
Russian Federation,,303388,2009/1/1
Russian Federation,,400630,2010/1/1
Russian Federation,,522011,2011/1/1
Russian Federation,,529256,2012/1/1
Russian Federation,,521836,2013/1/1
Russian Federation,,496807,2014/1/1
Russian Federation,,341419,2015/1/1
Russian Federation,,281710,2016/1/1
Russian Federation,,352943,2017/1/1
Russian Federation,,443914,2018/1/1
Russian Federation,,419850,2019/1/1
Russian Federation,,331748,2020/1/1
Singapore,,690,1948/1/1
Singapore,,612,1949/1/1
Singapore,,1005,1950/1/1
Singapore,,1576,1951/1/1
Singapore,,1083,1952/1/1
Singapore,,867,1953/1/1
Singapore,,877,1954/1/1
Singapore,,1101,1955/1/1
Singapore,,1120,1956/1/1
Singapore,,1136,1957/1/1
Singapore,,1026,1958/1/1
Singapore,,1124,1959/1/1
Singapore,,1136,1960/1/1
Singapore,,1081,1961/1/1
Singapore,,1116,1962/1/1
Singapore,,1135,1963/1/1
Singapore,,906,1964/1/1
Singapore,,981,1965/1/1
Singapore,,1102,1966/1/1
Singapore,,1140,1967/1/1
Singapore,,1271,1968/1/1
Singapore,,1549,1969/1/1
Singapore,,1554,1970/1/1
Singapore,,1761,1971/1/1
Singapore,,2189,1972/1/1
Singapore,,3653,1973/1/1
Singapore,,5810,1974/1/1
Singapore,,5376,1975/1/1
Singapore,,6585,1976/1/1
Singapore,,8241,1977/1/1
Singapore,,10134,1978/1/1
Singapore,,14233,1979/1/1
Singapore,,19376,1980/1/1
Singapore,,20967,1981/1/1
Singapore,,20787,1982/1/1
Singapore,,21833,1983/1/1
Singapore,,24070,1984/1/1
Singapore,,22812,1985/1/1
Singapore,,22495,1986/1/1
Singapore,,28687,1987/1/1
Singapore,,39306,1988/1/1
Singapore,,44665,1989/1/1
Singapore,,52730,1990/1/1
Singapore,,58966,1991/1/1
Singapore,,63472,1992/1/1
Singapore,,74012,1993/1/1
Singapore,,96825,1994/1/1
Singapore,,118268,1995/1/1
Singapore,,125014,1996/1/1
Singapore,,124985,1997/1/1
Singapore,,109895,1998/1/1
Singapore,,114680,1999/1/1
Singapore,,137804,2000/1/1
Singapore,,121751,2001/1/1
Singapore,,125177,2002/1/1
Singapore,,159902,2003/1/1
Singapore,,198637,2004/1/1
Singapore,,229649,2005/1/1
Singapore,,271807,2006/1/1
Singapore,,299308,2007/1/1
Singapore,,338176,2008/1/1
Singapore,,269832,2009/1/1
Singapore,,351867,2010/1/1
Singapore,,409503,2011/1/1
Singapore,,408393,2012/1/1
Singapore,,410250,2013/1/1
Singapore,,415378,2014/1/1
Singapore,,351587,2015/1/1
Singapore,,330481,2016/1/1
Singapore,,373446,2017/1/1
Singapore,,412955,2018/1/1
Singapore,,390763,2019/1/1
Singapore,,362534,2020/1/1
Spain,,373,1948/1/1
Spain,,403,1949/1/1
Spain,,389,1950/1/1
Spain,,482,1951/1/1
Spain,,458,1952/1/1
Spain,,482,1953/1/1
Spain,,464,1954/1/1
Spain,,446,1955/1/1
Spain,,442,1956/1/1
Spain,,476,1957/1/1
Spain,,486,1958/1/1
Spain,,501,1959/1/1
Spain,,725,1960/1/1
Spain,,710,1961/1/1
Spain,,737,1962/1/1
Spain,,735,1963/1/1
Spain,,920,1964/1/1
Spain,,935,1965/1/1
Spain,,1254,1966/1/1
Spain,,1362,1967/1/1
Spain,,1589,1968/1/1
Spain,,1900,1969/1/1
Spain,,2388,1970/1/1
Spain,,2964,1971/1/1
Spain,,3817,1972/1/1
Spain,,5198,1973/1/1
Spain,,7091,1974/1/1
Spain,,7690,1975/1/1
Spain,,8730,1976/1/1
Spain,,10223,1977/1/1
Spain,,13114,1978/1/1
Spain,,18208,1979/1/1
Spain,,20720,1980/1/1
Spain,,20334,1981/1/1
Spain,,20498,1982/1/1
Spain,,19734,1983/1/1
Spain,,23508,1984/1/1
Spain,,24247,1985/1/1
Spain,,27206,1986/1/1
Spain,,34192,1987/1/1
Spain,,40341,1988/1/1
Spain,,44492,1989/1/1
Spain,,55642,1990/1/1
Spain,,60177,1991/1/1
Spain,,64334,1992/1/1
Spain,,64603,1993/1/1
Spain,,76696,1994/1/1
Spain,,97849,1995/1/1
Spain,,107243,1996/1/1
Spain,,100756,1997/1/1
Spain,,111973,1998/1/1
Spain,,104433,1999/1/1
Spain,,115251,2000/1/1
Spain,,116660,2001/1/1
Spain,,125687,2002/1/1
Spain,,156147,2003/1/1
Spain,,182623,2004/1/1
Spain,,192644,2005/1/1
Spain,,213717,2006/1/1
Spain,,253297,2007/1/1
Spain,,281493,2008/1/1
Spain,,227338,2009/1/1
Spain,,254418,2010/1/1
Spain,,306551,2011/1/1
Spain,,295250,2012/1/1
Spain,,317833,2013/1/1
Spain,,324533,2014/1/1
Spain,,282274,2015/1/1
Spain,,289981,2016/1/1
Spain,,319531,2017/1/1
Spain,,346754,2018/1/1
Spain,,334018,2019/1/1
Spain,,306995,2020/1/1
Chinese Taipei,,17,1948/1/1
Chinese Taipei,,17,1949/1/1
Chinese Taipei,,73,1950/1/1
Chinese Taipei,,98,1951/1/1
Chinese Taipei,,117,1952/1/1
Chinese Taipei,,128,1953/1/1
Chinese Taipei,,93,1954/1/1
Chinese Taipei,,123,1955/1/1
Chinese Taipei,,119,1956/1/1
Chinese Taipei,,143,1957/1/1
Chinese Taipei,,156,1958/1/1
Chinese Taipei,,156,1959/1/1
Chinese Taipei,,164,1960/1/1
Chinese Taipei,,201,1961/1/1
Chinese Taipei,,221,1962/1/1
Chinese Taipei,,332,1963/1/1
Chinese Taipei,,434,1964/1/1
Chinese Taipei,,450,1965/1/1
Chinese Taipei,,537,1966/1/1
Chinese Taipei,,641,1967/1/1
Chinese Taipei,,802,1968/1/1
Chinese Taipei,,1049,1969/1/1
Chinese Taipei,,1428,1970/1/1
Chinese Taipei,,1998,1971/1/1
Chinese Taipei,,2914,1972/1/1
Chinese Taipei,,4383,1973/1/1
Chinese Taipei,,5518,1974/1/1
Chinese Taipei,,5302,1975/1/1
Chinese Taipei,,8155,1976/1/1
Chinese Taipei,,9349,1977/1/1
Chinese Taipei,,12682,1978/1/1
Chinese Taipei,,16081,1979/1/1
Chinese Taipei,,19842,1980/1/1
Chinese Taipei,,22593,1981/1/1
Chinese Taipei,,22182,1982/1/1
Chinese Taipei,,25179,1983/1/1
Chinese Taipei,,30547,1984/1/1
Chinese Taipei,,30784,1985/1/1
Chinese Taipei,,39897,1986/1/1
Chinese Taipei,,53875,1987/1/1
Chinese Taipei,,60695,1988/1/1
Chinese Taipei,,66317,1989/1/1
Chinese Taipei,,67245,1990/1/1
Chinese Taipei,,76489,1991/1/1
Chinese Taipei,,82036,1992/1/1
Chinese Taipei,,85718,1993/1/1
Chinese Taipei,,94078,1994/1/1
Chinese Taipei,,113047,1995/1/1
Chinese Taipei,,117331,1996/1/1
Chinese Taipei,,123159,1997/1/1
Chinese Taipei,,112467,1998/1/1
Chinese Taipei,,123626,1999/1/1
Chinese Taipei,,151357,2000/1/1
Chinese Taipei,,125900,2001/1/1
Chinese Taipei,,135080,2002/1/1
Chinese Taipei,,150298,2003/1/1
Chinese Taipei,,182432,2004/1/1
Chinese Taipei,,198432,2005/1/1
Chinese Taipei,,224017,2006/1/1
Chinese Taipei,,246677,2007/1/1
Chinese Taipei,,255629,2008/1/1
Chinese Taipei,,203675,2009/1/1
Chinese Taipei,,274601,2010/1/1
Chinese Taipei,,308257,2011/1/1
Chinese Taipei,,306409,2012/1/1
Chinese Taipei,,311428,2013/1/1
Chinese Taipei,,320092,2014/1/1
Chinese Taipei,,285344,2015/1/1
Chinese Taipei,,280321,2016/1/1
Chinese Taipei,,317249,2017/1/1
Chinese Taipei,,335909,2018/1/1
Chinese Taipei,,330622,2019/1/1
Chinese Taipei,,347193,2020/1/1
Thailand,,223,1948/1/1
Thailand,,274,1949/1/1
Thailand,,304,1950/1/1
Thailand,,370,1951/1/1
Thailand,,329,1952/1/1
Thailand,,323,1953/1/1
Thailand,,283,1954/1/1
Thailand,,335,1955/1/1
Thailand,,361,1956/1/1
Thailand,,363,1957/1/1
Thailand,,307,1958/1/1
Thailand,,357,1959/1/1
Thailand,,407,1960/1/1
Thailand,,475,1961/1/1
Thailand,,456,1962/1/1
Thailand,,466,1963/1/1
Thailand,,593,1964/1/1
Thailand,,622,1965/1/1
Thailand,,678,1966/1/1
Thailand,,681,1967/1/1
Thailand,,658,1968/1/1
Thailand,,707,1969/1/1
Thailand,,710,1970/1/1
Thailand,,831,1971/1/1
Thailand,,1081,1972/1/1
Thailand,,1564,1973/1/1
Thailand,,2444,1974/1/1
Thailand,,2208,1975/1/1
Thailand,,2980,1976/1/1
Thailand,,3490,1977/1/1
Thailand,,4085,1978/1/1
Thailand,,5298,1979/1/1
Thailand,,6505,1980/1/1
Thailand,,7031,1981/1/1
Thailand,,6945,1982/1/1
Thailand,,6368,1983/1/1
Thailand,,7413,1984/1/1
Thailand,,7121,1985/1/1
Thailand,,8876,1986/1/1
Thailand,,11727,1987/1/1
Thailand,,15953,1988/1/1
Thailand,,20078,1989/1/1
Thailand,,23068,1990/1/1
Thailand,,28428,1991/1/1
Thailand,,32472,1992/1/1
Thailand,,36969,1993/1/1
Thailand,,45261,1994/1/1
Thailand,,56439,1995/1/1
Thailand,,55721,1996/1/1
Thailand,,57345,1997/1/1
Thailand,,54477,1998/1/1
Thailand,,58473,1999/1/1
Thailand,,68963,2000/1/1
Thailand,,64968,2001/1/1
Thailand,,68108,2002/1/1
Thailand,,80324,2003/1/1
Thailand,,96248,2004/1/1
Thailand,,110936,2005/1/1
Thailand,,129722,2006/1/1
Thailand,,153867,2007/1/1
Thailand,,177778,2008/1/1
Thailand,,152422,2009/1/1
Thailand,,193306,2010/1/1
Thailand,,222576,2011/1/1
Thailand,,229106,2012/1/1
Thailand,,228505,2013/1/1
Thailand,,227462,2014/1/1
Thailand,,214310,2015/1/1
Thailand,,215388,2016/1/1
Thailand,,236635,2017/1/1
Thailand,,252957,2018/1/1
Thailand,,246269,2019/1/1
Thailand,,231468,2020/1/1
Turkey,,197,1948/1/1
Turkey,,248,1949/1/1
Turkey,,264,1950/1/1
Turkey,,314,1951/1/1
Turkey,,363,1952/1/1
Turkey,,396,1953/1/1
Turkey,,335,1954/1/1
Turkey,,313,1955/1/1
Turkey,,305,1956/1/1
Turkey,,345,1957/1/1
Turkey,,247,1958/1/1
Turkey,,354,1959/1/1
Turkey,,321,1960/1/1
Turkey,,347,1961/1/1
Turkey,,381,1962/1/1
Turkey,,368,1963/1/1
Turkey,,411,1964/1/1
Turkey,,464,1965/1/1
Turkey,,491,1966/1/1
Turkey,,522,1967/1/1
Turkey,,496,1968/1/1
Turkey,,537,1969/1/1
Turkey,,588,1970/1/1
Turkey,,677,1971/1/1
