name,type,value,date
Turkey,,885,1972/1/1
Turkey,,1317,1973/1/1
Turkey,,1532,1974/1/1
Turkey,,1401,1975/1/1
Turkey,,1960,1976/1/1
Turkey,,1753,1977/1/1
Turkey,,2288,1978/1/1
Turkey,,2261,1979/1/1
Turkey,,2910,1980/1/1
Turkey,,4703,1981/1/1
Turkey,,5746,1982/1/1
Turkey,,5728,1983/1/1
Turkey,,7134,1984/1/1
Turkey,,7958,1985/1/1
Turkey,,7457,1986/1/1
Turkey,,10190,1987/1/1
Turkey,,11662,1988/1/1
Turkey,,11625,1989/1/1
Turkey,,12959,1990/1/1
Turkey,,13595,1991/1/1
Turkey,,14716,1992/1/1
Turkey,,15343,1993/1/1
Turkey,,18106,1994/1/1
Turkey,,21599,1995/1/1
Turkey,,23245,1996/1/1
Turkey,,26260,1997/1/1
Turkey,,26881,1998/1/1
Turkey,,26587,1999/1/1
Turkey,,27775,2000/1/1
Turkey,,31334,2001/1/1
Turkey,,36059,2002/1/1
Turkey,,47253,2003/1/1
Turkey,,63167,2004/1/1
Turkey,,73476,2005/1/1
Turkey,,85535,2006/1/1
Turkey,,107272,2007/1/1
Turkey,,132027,2008/1/1
Turkey,,102143,2009/1/1
Turkey,,113883,2010/1/1
Turkey,,134907,2011/1/1
Turkey,,152462,2012/1/1
Turkey,,161481,2013/1/1
Turkey,,166505,2014/1/1
Turkey,,150982,2015/1/1
Turkey,,149247,2016/1/1
Turkey,,164495,2017/1/1
Turkey,,177169,2018/1/1
Turkey,,180833,2019/1/1
Turkey,,169482,2020/1/1
United Arab Emirates,,,1948/1/1
United Arab Emirates,,,1949/1/1
United Arab Emirates,,3,1950/1/1
United Arab Emirates,,2,1951/1/1
United Arab Emirates,,3,1952/1/1
United Arab Emirates,,2,1953/1/1
United Arab Emirates,,2,1954/1/1
United Arab Emirates,,2,1955/1/1
United Arab Emirates,,2,1956/1/1
United Arab Emirates,,2,1957/1/1
United Arab Emirates,,2,1958/1/1
United Arab Emirates,,2,1959/1/1
United Arab Emirates,,2,1960/1/1
United Arab Emirates,,2,1961/1/1
United Arab Emirates,,10,1962/1/1
United Arab Emirates,,35,1963/1/1
United Arab Emirates,,125,1964/1/1
United Arab Emirates,,190,1965/1/1
United Arab Emirates,,241,1966/1/1
United Arab Emirates,,262,1967/1/1
United Arab Emirates,,335,1968/1/1
United Arab Emirates,,407,1969/1/1
United Arab Emirates,,523,1970/1/1
United Arab Emirates,,871,1971/1/1
United Arab Emirates,,1157,1972/1/1
United Arab Emirates,,1807,1973/1/1
United Arab Emirates,,6414,1974/1/1
United Arab Emirates,,7262,1975/1/1
United Arab Emirates,,9535,1976/1/1
United Arab Emirates,,9636,1977/1/1
United Arab Emirates,,9126,1978/1/1
United Arab Emirates,,13652,1979/1/1
United Arab Emirates,,21970,1980/1/1
United Arab Emirates,,22380,1981/1/1
United Arab Emirates,,18780,1982/1/1
United Arab Emirates,,16900,1983/1/1
United Arab Emirates,,16500,1984/1/1
United Arab Emirates,,16780,1985/1/1
United Arab Emirates,,10640,1986/1/1
United Arab Emirates,,12380,1987/1/1
United Arab Emirates,,12040,1988/1/1
United Arab Emirates,,17596,1989/1/1
United Arab Emirates,,23544,1990/1/1
United Arab Emirates,,24436,1991/1/1
United Arab Emirates,,24756,1992/1/1
United Arab Emirates,,25620,1993/1/1
United Arab Emirates,,26403,1994/1/1
United Arab Emirates,,28364,1995/1/1
United Arab Emirates,,37334,1996/1/1
United Arab Emirates,,40423,1997/1/1
United Arab Emirates,,33837,1998/1/1
United Arab Emirates,,36474,1999/1/1
United Arab Emirates,,49835,2000/1/1
United Arab Emirates,,48414,2001/1/1
United Arab Emirates,,52163,2002/1/1
United Arab Emirates,,67135,2003/1/1
United Arab Emirates,,90997,2004/1/1
United Arab Emirates,,117287,2005/1/1
United Arab Emirates,,145587,2006/1/1
United Arab Emirates,,178630,2007/1/1
United Arab Emirates,,239213,2008/1/1
United Arab Emirates,,191802,2009/1/1
United Arab Emirates,,213539,2010/1/1
United Arab Emirates,,302037,2011/1/1
United Arab Emirates,,359728,2012/1/1
United Arab Emirates,,374214,2013/1/1
United Arab Emirates,,343036,2014/1/1
United Arab Emirates,,300477,2015/1/1
United Arab Emirates,,295031,2016/1/1
United Arab Emirates,,313547,2017/1/1
United Arab Emirates,,387910,2018/1/1
United Arab Emirates,,389373,2019/1/1
United Arab Emirates,,306407,2020/1/1
United Kingdom,,6605,1948/1/1
United Kingdom,,6875,1949/1/1
United Kingdom,,6325,1950/1/1
United Kingdom,,7585,1951/1/1
United Kingdom,,7585,1952/1/1
United Kingdom,,7526,1953/1/1
United Kingdom,,7770,1954/1/1
United Kingdom,,8467,1955/1/1
United Kingdom,,9290,1956/1/1
United Kingdom,,9811,1957/1/1
United Kingdom,,9495,1958/1/1
United Kingdom,,9951,1959/1/1
United Kingdom,,10609,1960/1/1
United Kingdom,,11074,1961/1/1
United Kingdom,,11374,1962/1/1
United Kingdom,,12258,1963/1/1
United Kingdom,,12880,1964/1/1
United Kingdom,,13810,1965/1/1
United Kingdom,,14770,1966/1/1
United Kingdom,,14493,1967/1/1
United Kingdom,,15461,1968/1/1
United Kingdom,,17645,1969/1/1
United Kingdom,,19430,1970/1/1
United Kingdom,,22098,1971/1/1
United Kingdom,,23985,1972/1/1
United Kingdom,,29637,1973/1/1
United Kingdom,,38197,1974/1/1
United Kingdom,,43423,1975/1/1
United Kingdom,,45356,1976/1/1
United Kingdom,,55860,1977/1/1
United Kingdom,,67887,1978/1/1
United Kingdom,,86397,1979/1/1
United Kingdom,,110134,1980/1/1
United Kingdom,,102244,1981/1/1
United Kingdom,,96984,1982/1/1
United Kingdom,,91619,1983/1/1
United Kingdom,,93881,1984/1/1
United Kingdom,,101252,1985/1/1
United Kingdom,,107093,1986/1/1
United Kingdom,,131257,1987/1/1
United Kingdom,,145165,1988/1/1
United Kingdom,,152345,1989/1/1
United Kingdom,,185172,1990/1/1
United Kingdom,,184964,1991/1/1
United Kingdom,,190003,1992/1/1
United Kingdom,,181381,1993/1/1
United Kingdom,,205079,1994/1/1
United Kingdom,,237953,1995/1/1
United Kingdom,,258527,1996/1/1
United Kingdom,,280406,1997/1/1
United Kingdom,,273949,1998/1/1
United Kingdom,,272167,1999/1/1
United Kingdom,,283173,2000/1/1
United Kingdom,,274676,2001/1/1
United Kingdom,,281409,2002/1/1
United Kingdom,,308651,2003/1/1
United Kingdom,,349734,2004/1/1
United Kingdom,,393458,2005/1/1
United Kingdom,,453735,2006/1/1
United Kingdom,,446805,2007/1/1
United Kingdom,,477475,2008/1/1
United Kingdom,,358158,2009/1/1
United Kingdom,,420182,2010/1/1
United Kingdom,,510380,2011/1/1
United Kingdom,,478780,2012/1/1
United Kingdom,,546755,2013/1/1
United Kingdom,,510789,2014/1/1
United Kingdom,,465850,2015/1/1
United Kingdom,,410856,2016/1/1
United Kingdom,,440997,2017/1/1
United Kingdom,,486439,2018/1/1
United Kingdom,,469684,2019/1/1
United Kingdom,,403319,2020/1/1
America,,12653,1948/1/1
America,,12051,1949/1/1
America,,9993,1950/1/1
America,,13967,1951/1/1
America,,13203,1952/1/1
America,,12262,1953/1/1
America,,12854,1954/1/1
America,,14291,1955/1/1
America,,17333,1956/1/1
America,,19495,1957/1/1
America,,16367,1958/1/1
America,,16407,1959/1/1
America,,19626,1960/1/1
America,,20190,1961/1/1
America,,20973,1962/1/1
America,,22427,1963/1/1
America,,25690,1964/1/1
America,,26699,1965/1/1
America,,29379,1966/1/1
America,,30934,1967/1/1
America,,34063,1968/1/1
America,,37332,1969/1/1
America,,43225,1970/1/1
America,,43549,1971/1/1
America,,49199,1972/1/1
America,,70823,1973/1/1
America,,99437,1974/1/1
America,,108856,1975/1/1
America,,116794,1976/1/1
America,,123182,1977/1/1
America,,145847,1978/1/1
America,,186363,1979/1/1
America,,225566,1980/1/1
America,,238715,1981/1/1
America,,216442,1982/1/1
America,,205639,1983/1/1
America,,223976,1984/1/1
America,,218815,1985/1/1
America,,227158,1986/1/1
America,,254122,1987/1/1
America,,322427,1988/1/1
America,,363812,1989/1/1
America,,393592,1990/1/1
America,,421730,1991/1/1
America,,448163,1992/1/1
America,,464773,1993/1/1
America,,512627,1994/1/1
America,,584743,1995/1/1
America,,625073,1996/1/1
America,,689182,1997/1/1
America,,682138,1998/1/1
America,,695797,1999/1/1
America,,781918,2000/1/1
America,,729100,2001/1/1
America,,693103,2002/1/1
America,,724771,2003/1/1
America,,814875,2004/1/1
America,,901082,2005/1/1
America,,1025967,2006/1/1
America,,1148199,2007/1/1
America,,1287442,2008/1/1
America,,1056043,2009/1/1
America,,1278495,2010/1/1
America,,1482508,2011/1/1
America,,1545703,2012/1/1
America,,1579593,2013/1/1
America,,1620532,2014/1/1
America,,1502572,2015/1/1
America,,1451011,2016/1/1
America,,1546273,2017/1/1
America,,1663982,2018/1/1
America,,1643161,2019/1/1
America,,1431638,2020/1/1
Viet Nam,,92,1948/1/1
Viet Nam,,68,1949/1/1
Viet Nam,,44,1950/1/1
Viet Nam,,72,1951/1/1
Viet Nam,,56,1952/1/1
Viet Nam,,53,1953/1/1
Viet Nam,,57,1954/1/1
Viet Nam,,69,1955/1/1
Viet Nam,,45,1956/1/1
Viet Nam,,81,1957/1/1
Viet Nam,,55,1958/1/1
Viet Nam,,75,1959/1/1
Viet Nam,,86,1960/1/1
Viet Nam,,71,1961/1/1
Viet Nam,,33,1962/1/1
Viet Nam,,45,1963/1/1
Viet Nam,,28,1964/1/1
Viet Nam,,21,1965/1/1
Viet Nam,,15,1966/1/1
Viet Nam,,11,1967/1/1
Viet Nam,,8,1968/1/1
Viet Nam,,8,1969/1/1
Viet Nam,,8,1970/1/1
Viet Nam,,8,1971/1/1
Viet Nam,,13,1972/1/1
Viet Nam,,58,1973/1/1
Viet Nam,,25,1974/1/1
Viet Nam,,229,1975/1/1
Viet Nam,,402,1976/1/1
Viet Nam,,594,1977/1/1
Viet Nam,,648,1978/1/1
Viet Nam,,587,1979/1/1
Viet Nam,,338,1980/1/1
Viet Nam,,401,1981/1/1
Viet Nam,,526,1982/1/1
Viet Nam,,616,1983/1/1
Viet Nam,,649,1984/1/1
Viet Nam,,698,1985/1/1
Viet Nam,,789,1986/1/1
Viet Nam,,854,1987/1/1
Viet Nam,,1038,1988/1/1
Viet Nam,,1946,1989/1/1
Viet Nam,,2404,1990/1/1
Viet Nam,,2087,1991/1/1
Viet Nam,,2581,1992/1/1
Viet Nam,,2985,1993/1/1
Viet Nam,,4054,1994/1/1
Viet Nam,,5449,1995/1/1
Viet Nam,,7255,1996/1/1
Viet Nam,,9185,1997/1/1
Viet Nam,,9361,1998/1/1
Viet Nam,,11541,1999/1/1
Viet Nam,,14483,2000/1/1
Viet Nam,,15029,2001/1/1
Viet Nam,,16706,2002/1/1
Viet Nam,,20149,2003/1/1
Viet Nam,,26485,2004/1/1
Viet Nam,,32442,2005/1/1
Viet Nam,,39826,2006/1/1
Viet Nam,,48561,2007/1/1
Viet Nam,,62685,2008/1/1
Viet Nam,,57096,2009/1/1
Viet Nam,,72237,2010/1/1
Viet Nam,,96906,2011/1/1
Viet Nam,,114529,2012/1/1
Viet Nam,,132033,2013/1/1
Viet Nam,,150217,2014/1/1
Viet Nam,,162065,2015/1/1
Viet Nam,,176581,2016/1/1
Viet Nam,,215014,2017/1/1
Viet Nam,,243699,2018/1/1
Viet Nam,,264268,2019/1/1
Viet Nam,,282655,2020/1/1
